"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"X979" "X97.9 Unspecified place" "X979" "X97.9 Unspecified place"
"X98" "X98 Assault by steam, hot vapours and hot objects" "X98" "X98 Assault by steam, hot vapours and hot objects"
"X980" "X98.0 Home" "X980" "X98.0 Home"
"X981" "X98.1 Residential institution" "X981" "X98.1 Residential institution"
"X982" "X98.2 School, other institution and public administrative area" "X982" "X98.2 School, other institution and public administrative area"
"X983" "X98.3 Sports and athletics area" "X983" "X98.3 Sports and athletics area"
"X984" "X98.4 Street and highway" "X984" "X98.4 Street and highway"
"X985" "X98.5 Trade and service area" "X985" "X98.5 Trade and service area"
"X986" "X98.6 Industrial and construction area" "X986" "X98.6 Industrial and construction area"
"X987" "X98.7 Farm" "X987" "X98.7 Farm"
"X988" "X98.8 Other specified place" "X988" "X98.8 Other specified place"
"X989" "X98.9 Unspecified place" "X989" "X98.9 Unspecified place"
"X99" "X99 Assault by sharp object" "X99" "X99 Assault by sharp object"
"X990" "X99.0 Home" "X990" "X99.0 Home"
"X9908" "X99.08 Assault by sharp object; Home; While engaged in other specified activities" "X9908" "X99.08 Assault by sharp object; Home; While engaged in other specified activities"
"X9909" "X99.09 Assault by sharp object: Home: During unspecified activity" "X9909" "X99.09 Assault by sharp object: Home: During unspecified activity"
"X991" "X99.1 Residential institution" "X991" "X99.1 Residential institution"
"X992" "X99.2 School, other institution and public administrative area" "X992" "X99.2 School, other institution and public administrative area"
"X993" "X99.3 Sports and athletics area" "X993" "X99.3 Sports and athletics area"
"X994" "X99.4 Street and highway" "X994" "X99.4 Street and highway"
"X9942" "X99.42 Assault by sharp object; Street and highway;While working for income" "X9942" "X99.42 Assault by sharp object; Street and highway;While working for income"
"X995" "X99.5 Trade and service area" "X995" "X99.5 Trade and service area"
"X9958" "X99.58 Assault by sharp object; Trade and service area;While engaged in other specified activities" "X9958" "X99.58 Assault by sharp object; Trade and service area;While engaged in other specified activities"
"X996" "X99.6 Industrial and construction area" "X996" "X99.6 Industrial and construction area"
"X997" "X99.7 Farm" "X997" "X99.7 Farm"
"X998" "X99.8 Other specified place" "X998" "X99.8 Other specified place"
"X9982" "X99.82 Assault by sharp object; Other specified places ;While working for income" "X9982" "X99.82 Assault by sharp object; Other specified places ;While working for income"
"X999" "X99.9 Unspecified place" "X999" "X99.9 Unspecified place"
"X9999" "X99.99 Assault by sharp object: Unspecified place: During unspecified activity" "X9999" "X99.99 Assault by sharp object: Unspecified place: During unspecified activity"
"Y00" "Y00 Assault by blunt object" "Y00" "Y00 Assault by blunt object"
"Y000" "Y00.0 Home" "Y000" "Y00.0 Home"
"Y001" "Y00.1 Residential institution" "Y001" "Y00.1 Residential institution"
"Y002" "Y00.2 School, other institution and public administrative area" "Y002" "Y00.2 School, other institution and public administrative area"
"Y0021" "Y00.21 Assault by blunt object; School, other institution and public administrative area ; While engaged in leisure activity" "Y0021" "Y00.21 Assault by blunt object; School, other institution and public administrative area ; While engaged in leisure activity"
"Y003" "Y00.3 Sports and athletics area" "Y003" "Y00.3 Sports and athletics area"
"Y004" "Y00.4 Street and highway" "Y004" "Y00.4 Street and highway"
"Y0042" "Y00.42 Assault by blunt object; Street and highway;  While working for income" "Y0042" "Y00.42 Assault by blunt object; Street and highway;  While working for income"
"Y005" "Y00.5 Trade and service area" "Y005" "Y00.5 Trade and service area"
"Y006" "Y00.6 Industrial and construction area" "Y006" "Y00.6 Industrial and construction area"
"Y007" "Y00.7 Farm" "Y007" "Y00.7 Farm"
"Y008" "Y00.8 Other specified place" "Y008" "Y00.8 Other specified place"
"Y0088" "Y00.88 Assault by blunt object : Other specified places :While engaged in other specified activities" "Y0088" "Y00.88 Assault by blunt object : Other specified places :While engaged in other specified activities"
"Y009" "Y00.9 Unspecified place" "Y009" "Y00.9 Unspecified place"
"Y01" "Y01 Assault by pushing from high place" "Y01" "Y01 Assault by pushing from high place"
"Y010" "Y01.0 Home" "Y010" "Y01.0 Home"
"Y011" "Y01.1 Residential institution" "Y011" "Y01.1 Residential institution"
"Y012" "Y01.2 School, other institution and public administrative area" "Y012" "Y01.2 School, other institution and public administrative area"
"Y013" "Y01.3 Sports and athletics area" "Y013" "Y01.3 Sports and athletics area"
"Y014" "Y01.4 Street and highway" "Y014" "Y01.4 Street and highway"
"Y015" "Y01.5 Trade and service area" "Y015" "Y01.5 Trade and service area"
"Y016" "Y01.6 Industrial and construction area" "Y016" "Y01.6 Industrial and construction area"
"Y017" "Y01.7 Farm" "Y017" "Y01.7 Farm"
"Y018" "Y01.8 Other specified place" "Y018" "Y01.8 Other specified place"
"Y019" "Y01.9 Unspecified place" "Y019" "Y01.9 Unspecified place"
"Y02" "Y02 Assault by pushing or placing victim before moving object" "Y02" "Y02 Assault by pushing or placing victim before moving object"
"Y020" "Y02.0 Home" "Y020" "Y02.0 Home"
"Y021" "Y02.1 Residential institution" "Y021" "Y02.1 Residential institution"
"Y022" "Y02.2 School, other institution and public administrative area" "Y022" "Y02.2 School, other institution and public administrative area"
"Y023" "Y02.3 Sports and athletics area" "Y023" "Y02.3 Sports and athletics area"
"Y024" "Y02.4 Street and highway" "Y024" "Y02.4 Street and highway"
"Y025" "Y02.5 Trade and service area" "Y025" "Y02.5 Trade and service area"
"Y026" "Y02.6 Industrial and construction area" "Y026" "Y02.6 Industrial and construction area"
"Y027" "Y02.7 Farm" "Y027" "Y02.7 Farm"
"Y028" "Y02.8 Other specified place" "Y028" "Y02.8 Other specified place"
"Y029" "Y02.9 Unspecified place" "Y029" "Y02.9 Unspecified place"
"Y03" "Y03 Assault by crashing of motor vehicle" "Y03" "Y03 Assault by crashing of motor vehicle"
"Y030" "Y03.0 Home" "Y030" "Y03.0 Home"
"Y031" "Y03.1 Residential institution" "Y031" "Y03.1 Residential institution"
"Y032" "Y03.2 School, other institution and public administrative area" "Y032" "Y03.2 School, other institution and public administrative area"
"Y033" "Y03.3 Sports and athletics area" "Y033" "Y03.3 Sports and athletics area"
"Y034" "Y03.4 Street and highway" "Y034" "Y03.4 Street and highway"
"Y035" "Y03.5 Trade and service area" "Y035" "Y03.5 Trade and service area"
"Y036" "Y03.6 Industrial and construction area" "Y036" "Y03.6 Industrial and construction area"
"Y037" "Y03.7 Farm" "Y037" "Y03.7 Farm"
"Y038" "Y03.8 Other specified place" "Y038" "Y03.8 Other specified place"
"Y0389" "Y03.89 Assault by crashing of motor vehicle: Other specified places: During unspecified activity" "Y0389" "Y03.89 Assault by crashing of motor vehicle: Other specified places: During unspecified activity"
"Y039" "Y03.9 Unspecified place" "Y039" "Y03.9 Unspecified place"
"Y04" "Y04 Assault by bodily force" "Y04" "Y04 Assault by bodily force"
"Y040" "Y04.0 Home" "Y040" "Y04.0 Home"
"Y0409" "Y04.09 Assault by bodily force; Home; During unspecified activity" "Y0409" "Y04.09 Assault by bodily force; Home; During unspecified activity"
"Y041" "Y04.1 Residential institution" "Y041" "Y04.1 Residential institution"
"Y042" "Y04.2 School, other institution and public administrative area" "Y042" "Y04.2 School, other institution and public administrative area"
"Y043" "Y04.3 Sports and athletics area" "Y043" "Y04.3 Sports and athletics area"
"Y044" "Y04.4 Street and highway" "Y044" "Y04.4 Street and highway"
"Y0448" "Y04.48 Assault by bodily force; Street and highway;  While engaged in other specified activities" "Y0448" "Y04.48 Assault by bodily force; Street and highway;  While engaged in other specified activities"
"Y0449" "Y04.49 Assault by bodily force; Street and highway;  During unspecified activity" "Y0449" "Y04.49 Assault by bodily force; Street and highway;  During unspecified activity"
"Y045" "Y04.5 Trade and service area" "Y045" "Y04.5 Trade and service area"
"Y046" "Y04.6 Industrial and construction area" "Y046" "Y04.6 Industrial and construction area"
"Y047" "Y04.7 Farm" "Y047" "Y04.7 Farm"
"Y048" "Y04.8 Other specified place" "Y048" "Y04.8 Other specified place"
"Y049" "Y04.9 Unspecified place" "Y049" "Y04.9 Unspecified place"
"Y0499" "Y04.99 Assault by bodily force, Unspecified place, During unspecified" "Y0499" "Y04.99 Assault by bodily force, Unspecified place, During unspecified"
"Y05" "Y05 Sexual assault by bodily force" "Y05" "Y05 Sexual assault by bodily force"
"Y050" "Y05.0 Home" "Y050" "Y05.0 Home"
"Y051" "Y05.1 Residential institution" "Y051" "Y05.1 Residential institution"
"Y052" "Y05.2 School, other institution and public administrative area" "Y052" "Y05.2 School, other institution and public administrative area"
"Y053" "Y05.3 Sports and athletics area" "Y053" "Y05.3 Sports and athletics area"
"Y054" "Y05.4 Street and highway" "Y054" "Y05.4 Street and highway"
"Y055" "Y05.5 Trade and service area" "Y055" "Y05.5 Trade and service area"
"Y056" "Y05.6 Industrial and construction area" "Y056" "Y05.6 Industrial and construction area"
"Y057" "Y05.7 Farm" "Y057" "Y05.7 Farm"
"Y058" "Y05.8 Other specified place" "Y058" "Y05.8 Other specified place"
"Y059" "Y05.9 Unspecified place" "Y059" "Y05.9 Unspecified place"
"Y06" "Y06 Neglect and abandonment" "Y06" "Y06 Neglect and abandonment"
"Y060" "Y06.0 By spouse or partner" "Y060" "Y06.0 By spouse or partner"
"Y061" "Y06.1 By parent" "Y061" "Y06.1 By parent"
"Y062" "Y06.2 By acquaintance or friend" "Y062" "Y06.2 By acquaintance or friend"
"Y068" "Y06.8 By other specified persons" "Y068" "Y06.8 By other specified persons"
"Y069" "Y06.9 By unspecified person" "Y069" "Y06.9 By unspecified person"
"Y07" "Y07 Other maltreatment syndromes" "Y07" "Y07 Other maltreatment syndromes"
"Y070" "Y07.0 By spouse or partner" "Y070" "Y07.0 By spouse or partner"
"Y071" "Y07.1 By parent" "Y071" "Y07.1 By parent"
"Y072" "Y07.2 By acquaintance or friend" "Y072" "Y07.2 By acquaintance or friend"
"Y073" "Y07.3 By official authorities" "Y073" "Y07.3 By official authorities"
"Y078" "Y07.8 By other specified persons" "Y078" "Y07.8 By other specified persons"
"Y079" "Y07.9 By unspecified person" "Y079" "Y07.9 By unspecified person"
"Y08" "Y08 Assault by other specified means" "Y08" "Y08 Assault by other specified means"
"Y080" "Y08.0 Home" "Y080" "Y08.0 Home"
"Y0808" "Y08.08 Assault by other specified means; Home; While engaged in other specified activities" "Y0808" "Y08.08 Assault by other specified means; Home; While engaged in other specified activities"
"Y081" "Y08.1 Residential institution" "Y081" "Y08.1 Residential institution"
"Y082" "Y08.2 School, other institution and public administrative area" "Y082" "Y08.2 School, other institution and public administrative area"
"Y083" "Y08.3 Sports and athletics area" "Y083" "Y08.3 Sports and athletics area"
"Y0830" "Y08.30 Assault by other specified means; Sports and athletics area; While engaged in sports activity" "Y0830" "Y08.30 Assault by other specified means; Sports and athletics area; While engaged in sports activity"
"Y084" "Y08.4 Street and highway" "Y084" "Y08.4 Street and highway"
"Y085" "Y08.5 Trade and service area" "Y085" "Y08.5 Trade and service area"
"Y086" "Y08.6 Industrial and construction area" "Y086" "Y08.6 Industrial and construction area"
"Y087" "Y08.7 Farm" "Y087" "Y08.7 Farm"
"Y088" "Y08.8 Other specified place" "Y088" "Y08.8 Other specified place"
"Y089" "Y08.9 Unspecified place" "Y089" "Y08.9 Unspecified place"
"Y0898" "Y08.98 Assault by other specified means; Unspecified place; While engaged in other specified activities" "Y0898" "Y08.98 Assault by other specified means; Unspecified place; While engaged in other specified activities"
"Y0899" "Y08.99 Assault by other specified means: Unspecified place: During unspecified activity" "Y0899" "Y08.99 Assault by other specified means: Unspecified place: During unspecified activity"
"Y09" "Y09 Assault by unspecified means" "Y09" "Y09 Assault by unspecified means"
"Y090" "Y09.0 Home" "Y090" "Y09.0 Home"
"Y091" "Y09.1 Residential institution" "Y091" "Y09.1 Residential institution"
"Y092" "Y09.2 School, other institution and public administrative area" "Y092" "Y09.2 School, other institution and public administrative area"
"Y093" "Y09.3 Sports and athletics area" "Y093" "Y09.3 Sports and athletics area"
"Y094" "Y09.4 Street and highway" "Y094" "Y09.4 Street and highway"
"Y095" "Y09.5 Trade and service area" "Y095" "Y09.5 Trade and service area"
"Y096" "Y09.6 Industrial and construction area" "Y096" "Y09.6 Industrial and construction area"
"Y097" "Y09.7 Farm" "Y097" "Y09.7 Farm"
"Y098" "Y09.8 Other specified place" "Y098" "Y09.8 Other specified place"
"Y099" "Y09.9 Unspecified place" "Y099" "Y09.9 Unspecified place"
"Y0999" "Y09.99 Assault by unspecified means: Unspecified place: During unspecified activity" "Y0999" "Y09.99 Assault by unspecified means: Unspecified place: During unspecified activity"
"Y10" "Y10 Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent" "Y10" "Y10 Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent"
"Y100" "Y10.0 Home" "Y100" "Y10.0 Home"
"Y101" "Y10.1 Residential institution" "Y101" "Y10.1 Residential institution"
"Y102" "Y10.2 School, other institution and public administrative area" "Y102" "Y10.2 School, other institution and public administrative area"
"Y103" "Y10.3 Sports and athletics area" "Y103" "Y10.3 Sports and athletics area"
"Y104" "Y10.4 Street and highway" "Y104" "Y10.4 Street and highway"
"Y105" "Y10.5 Trade and service area" "Y105" "Y10.5 Trade and service area"
"Y106" "Y10.6 Industrial and construction area" "Y106" "Y10.6 Industrial and construction area"
"Y107" "Y10.7 Farm" "Y107" "Y10.7 Farm"
"Y108" "Y10.8 Other specified place" "Y108" "Y10.8 Other specified place"
"Y109" "Y10.9 Unspecified place" "Y109" "Y10.9 Unspecified place"
"Y11" "Y11 Poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent" "Y11" "Y11 Poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"
"Y110" "Y11.0 Home" "Y110" "Y11.0 Home"
"Y1109" "Y11.09 Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent; Home; During unspecified activity" "Y1109" "Y11.09 Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent; Home; During unspecified activity"
"Y111" "Y11.1 Residential institution" "Y111" "Y11.1 Residential institution"
"Y112" "Y11.2 School, other institution and public administrative area" "Y112" "Y11.2 School, other institution and public administrative area"
"Y113" "Y11.3 Sports and athletics area" "Y113" "Y11.3 Sports and athletics area"
"Y114" "Y11.4 Street and highway" "Y114" "Y11.4 Street and highway"
"Y115" "Y11.5 Trade and service area" "Y115" "Y11.5 Trade and service area"
"Y116" "Y11.6 Industrial and construction area" "Y116" "Y11.6 Industrial and construction area"
"Y117" "Y11.7 Farm" "Y117" "Y11.7 Farm"
"Y118" "Y11.8 Other specified place" "Y118" "Y11.8 Other specified place"
"Y119" "Y11.9 Unspecified place" "Y119" "Y11.9 Unspecified place"
"Y12" "Y12 Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent" "Y12" "Y12 Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"
"Y120" "Y12.0 Home" "Y120" "Y12.0 Home"
"Y121" "Y12.1 Residential institution" "Y121" "Y12.1 Residential institution"
"Y122" "Y12.2 School, other institution and public administrative area" "Y122" "Y12.2 School, other institution and public administrative area"
"Y123" "Y12.3 Sports and athletics area" "Y123" "Y12.3 Sports and athletics area"
"Y124" "Y12.4 Street and highway" "Y124" "Y12.4 Street and highway"
"Y125" "Y12.5 Trade and service area" "Y125" "Y12.5 Trade and service area"
"Y126" "Y12.6 Industrial and construction area" "Y126" "Y12.6 Industrial and construction area"
"Y127" "Y12.7 Farm" "Y127" "Y12.7 Farm"
"Y128" "Y12.8 Other specified place" "Y128" "Y12.8 Other specified place"
"Y129" "Y12.9 Unspecified place" "Y129" "Y12.9 Unspecified place"
"Y13" "Y13 Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent" "Y13" "Y13 Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent"
"Y130" "Y13.0 Home" "Y130" "Y13.0 Home"
"Y131" "Y13.1 Residential institution" "Y131" "Y13.1 Residential institution"
"Y132" "Y13.2 School, other institution and public administrative area" "Y132" "Y13.2 School, other institution and public administrative area"
"Y133" "Y13.3 Sports and athletics area" "Y133" "Y13.3 Sports and athletics area"
"Y134" "Y13.4 Street and highway" "Y134" "Y13.4 Street and highway"
"Y135" "Y13.5 Trade and service area" "Y135" "Y13.5 Trade and service area"
"Y136" "Y13.6 Industrial and construction area" "Y136" "Y13.6 Industrial and construction area"
"Y137" "Y13.7 Farm" "Y137" "Y13.7 Farm"
"Y138" "Y13.8 Other specified place" "Y138" "Y13.8 Other specified place"
"Y139" "Y13.9 Unspecified place" "Y139" "Y13.9 Unspecified place"
"Y14" "Y14 Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent" "Y14" "Y14 Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"
"Y140" "Y14.0 Home" "Y140" "Y14.0 Home"
"Y141" "Y14.1 Residential institution" "Y141" "Y14.1 Residential institution"
"Y142" "Y14.2 School, other institution and public administrative area" "Y142" "Y14.2 School, other institution and public administrative area"
"Y143" "Y14.3 Sports and athletics area" "Y143" "Y14.3 Sports and athletics area"
"Y144" "Y14.4 Street and highway" "Y144" "Y14.4 Street and highway"
"Y145" "Y14.5 Trade and service area" "Y145" "Y14.5 Trade and service area"
"Y146" "Y14.6 Industrial and construction area" "Y146" "Y14.6 Industrial and construction area"
"Y147" "Y14.7 Farm" "Y147" "Y14.7 Farm"
"Y148" "Y14.8 Other specified place" "Y148" "Y14.8 Other specified place"
"Y149" "Y14.9 Unspecified place" "Y149" "Y14.9 Unspecified place"
"Y15" "Y15 Poisoning by and exposure to alcohol, undetermined intent" "Y15" "Y15 Poisoning by and exposure to alcohol, undetermined intent"
"Y150" "Y15.0 Home" "Y150" "Y15.0 Home"
"Y151" "Y15.1 Residential institution" "Y151" "Y15.1 Residential institution"
"Y152" "Y15.2 School, other institution and public administrative area" "Y152" "Y15.2 School, other institution and public administrative area"
"Y153" "Y15.3 Sports and athletics area" "Y153" "Y15.3 Sports and athletics area"
"Y154" "Y15.4 Street and highway" "Y154" "Y15.4 Street and highway"
"Y155" "Y15.5 Trade and service area" "Y155" "Y15.5 Trade and service area"
"Y156" "Y15.6 Industrial and construction area" "Y156" "Y15.6 Industrial and construction area"
"Y157" "Y15.7 Farm" "Y157" "Y15.7 Farm"
"Y158" "Y15.8 Other specified place" "Y158" "Y15.8 Other specified place"
"Y159" "Y15.9 Unspecified place" "Y159" "Y15.9 Unspecified place"
"Y16" "Y16 Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent" "Y16" "Y16 Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent"
"Y160" "Y16.0 Home" "Y160" "Y16.0 Home"
"Y161" "Y16.1 Residential institution" "Y161" "Y16.1 Residential institution"
"Y162" "Y16.2 School, other institution and public administrative area" "Y162" "Y16.2 School, other institution and public administrative area"
"Y163" "Y16.3 Sports and athletics area" "Y163" "Y16.3 Sports and athletics area"
"Y164" "Y16.4 Street and highway" "Y164" "Y16.4 Street and highway"
"Y165" "Y16.5 Trade and service area" "Y165" "Y16.5 Trade and service area"
"Y166" "Y16.6 Industrial and construction area" "Y166" "Y16.6 Industrial and construction area"
"Y167" "Y16.7 Farm" "Y167" "Y16.7 Farm"
"Y168" "Y16.8 Other specified place" "Y168" "Y16.8 Other specified place"
"Y169" "Y16.9 Unspecified place" "Y169" "Y16.9 Unspecified place"
"Y17" "Y17 Poisoning by and exposure to other gases and vapours, undetermined intent" "Y17" "Y17 Poisoning by and exposure to other gases and vapours, undetermined intent"
"Y170" "Y17.0 Home" "Y170" "Y17.0 Home"
"Y171" "Y17.1 Residential institution" "Y171" "Y17.1 Residential institution"
"Y172" "Y17.2 School, other institution and public administrative area" "Y172" "Y17.2 School, other institution and public administrative area"
"Y173" "Y17.3 Sports and athletics area" "Y173" "Y17.3 Sports and athletics area"
"Y174" "Y17.4 Street and highway" "Y174" "Y17.4 Street and highway"
"Y175" "Y17.5 Trade and service area" "Y175" "Y17.5 Trade and service area"
"Y176" "Y17.6 Industrial and construction area" "Y176" "Y17.6 Industrial and construction area"
"Y177" "Y17.7 Farm" "Y177" "Y17.7 Farm"
"Y178" "Y17.8 Other specified place" "Y178" "Y17.8 Other specified place"
"Y179" "Y17.9 Unspecified place" "Y179" "Y17.9 Unspecified place"
"Y18" "Y18 Poisoning by and exposure to pesticides, undetermined intent" "Y18" "Y18 Poisoning by and exposure to pesticides, undetermined intent"
"Y180" "Y18.0 Home" "Y180" "Y18.0 Home"
"Y181" "Y18.1 Residential institution" "Y181" "Y18.1 Residential institution"
"Y182" "Y18.2 School, other institution and public administrative area" "Y182" "Y18.2 School, other institution and public administrative area"
"Y183" "Y18.3 Sports and athletics area" "Y183" "Y18.3 Sports and athletics area"
"Y184" "Y18.4 Street and highway" "Y184" "Y18.4 Street and highway"
"Y185" "Y18.5 Trade and service area" "Y185" "Y18.5 Trade and service area"
"Y186" "Y18.6 Industrial and construction area" "Y186" "Y18.6 Industrial and construction area"
"Y187" "Y18.7 Farm" "Y187" "Y18.7 Farm"
"Y188" "Y18.8 Other specified place" "Y188" "Y18.8 Other specified place"
"Y189" "Y18.9 Unspecified place" "Y189" "Y18.9 Unspecified place"
"Y19" "Y19 Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent" "Y19" "Y19 Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent"
"Y190" "Y19.0 Home" "Y190" "Y19.0 Home"
"Y191" "Y19.1 Residential institution" "Y191" "Y19.1 Residential institution"
"Y192" "Y19.2 School, other institution and public administrative area" "Y192" "Y19.2 School, other institution and public administrative area"
"Y193" "Y19.3 Sports and athletics area" "Y193" "Y19.3 Sports and athletics area"
"Y194" "Y19.4 Street and highway" "Y194" "Y19.4 Street and highway"
"Y195" "Y19.5 Trade and service area" "Y195" "Y19.5 Trade and service area"
"Y196" "Y19.6 Industrial and construction area" "Y196" "Y19.6 Industrial and construction area"
"Y197" "Y19.7 Farm" "Y197" "Y19.7 Farm"
"Y198" "Y19.8 Other specified place" "Y198" "Y19.8 Other specified place"
"Y199" "Y19.9 Unspecified place" "Y199" "Y19.9 Unspecified place"
"Y20" "Y20 Hanging, strangulation and suffocation, undetermined intent" "Y20" "Y20 Hanging, strangulation and suffocation, undetermined intent"
"Y200" "Y20.0 Home" "Y200" "Y20.0 Home"
"Y201" "Y20.1 Residential institution" "Y201" "Y20.1 Residential institution"
"Y202" "Y20.2 School, other institution and public administrative area" "Y202" "Y20.2 School, other institution and public administrative area"
"Y203" "Y20.3 Sports and athletics area" "Y203" "Y20.3 Sports and athletics area"
"Y204" "Y20.4 Street and highway" "Y204" "Y20.4 Street and highway"
"Y205" "Y20.5 Trade and service area" "Y205" "Y20.5 Trade and service area"
"Y206" "Y20.6 Industrial and construction area" "Y206" "Y20.6 Industrial and construction area"
"Y207" "Y20.7 Farm" "Y207" "Y20.7 Farm"
"Y208" "Y20.8 Other specified place" "Y208" "Y20.8 Other specified place"
"Y209" "Y20.9 Unspecified place" "Y209" "Y20.9 Unspecified place"
"Y21" "Y21 Drowning and submersion, undetermined intent" "Y21" "Y21 Drowning and submersion, undetermined intent"
"Y210" "Y21.0 Home" "Y210" "Y21.0 Home"
"Y211" "Y21.1 Residential institution" "Y211" "Y21.1 Residential institution"
"Y212" "Y21.2 School, other institution and public administrative area" "Y212" "Y21.2 School, other institution and public administrative area"
"Y213" "Y21.3 Sports and athletics area" "Y213" "Y21.3 Sports and athletics area"
"Y214" "Y21.4 Street and highway" "Y214" "Y21.4 Street and highway"
"Y215" "Y21.5 Trade and service area" "Y215" "Y21.5 Trade and service area"
"Y216" "Y21.6 Industrial and construction area" "Y216" "Y21.6 Industrial and construction area"
"Y217" "Y21.7 Farm" "Y217" "Y21.7 Farm"
"Y218" "Y21.8 Other specified place" "Y218" "Y21.8 Other specified place"
"Y219" "Y21.9 Unspecified place" "Y219" "Y21.9 Unspecified place"
"Y22" "Y22 Handgun discharge, undetermined intent" "Y22" "Y22 Handgun discharge, undetermined intent"
"Y220" "Y22.0 Home" "Y220" "Y22.0 Home"
"Y221" "Y22.1 Residential institution" "Y221" "Y22.1 Residential institution"
"Y222" "Y22.2 School, other institution and public administrative area" "Y222" "Y22.2 School, other institution and public administrative area"
"Y223" "Y22.3 Sports and athletics area" "Y223" "Y22.3 Sports and athletics area"
"Y224" "Y22.4 Street and highway" "Y224" "Y22.4 Street and highway"
"Y225" "Y22.5 Trade and service area" "Y225" "Y22.5 Trade and service area"
"Y226" "Y22.6 Industrial and construction area" "Y226" "Y22.6 Industrial and construction area"
"Y227" "Y22.7 Farm" "Y227" "Y22.7 Farm"
"Y228" "Y22.8 Other specified place" "Y228" "Y22.8 Other specified place"
"Y229" "Y22.9 Unspecified place" "Y229" "Y22.9 Unspecified place"
"Y23" "Y23 Rifle, shotgun and larger firearm discharge, undetermined intent" "Y23" "Y23 Rifle, shotgun and larger firearm discharge, undetermined intent"
"Y230" "Y23.0 Home" "Y230" "Y23.0 Home"
"Y231" "Y23.1 Residential institution" "Y231" "Y23.1 Residential institution"
"Y232" "Y23.2 School, other institution and public administrative area" "Y232" "Y23.2 School, other institution and public administrative area"
"Y233" "Y23.3 Sports and athletics area" "Y233" "Y23.3 Sports and athletics area"
"Y234" "Y23.4 Street and highway" "Y234" "Y23.4 Street and highway"
"Y235" "Y23.5 Trade and service area" "Y235" "Y23.5 Trade and service area"
"Y236" "Y23.6 Industrial and construction area" "Y236" "Y23.6 Industrial and construction area"
"Y237" "Y23.7 Farm" "Y237" "Y23.7 Farm"
"Y238" "Y23.8 Other specified place" "Y238" "Y23.8 Other specified place"
"Y239" "Y23.9 Unspecified place" "Y239" "Y23.9 Unspecified place"
"Y24" "Y24 Other and unspecified firearm discharge, undetermined intent" "Y24" "Y24 Other and unspecified firearm discharge, undetermined intent"
"Y240" "Y24.0 Home" "Y240" "Y24.0 Home"
"Y241" "Y24.1 Residential institution" "Y241" "Y24.1 Residential institution"
"Y242" "Y24.2 School, other institution and public administrative area" "Y242" "Y24.2 School, other institution and public administrative area"
"Y243" "Y24.3 Sports and athletics area" "Y243" "Y24.3 Sports and athletics area"
"Y244" "Y24.4 Street and highway" "Y244" "Y24.4 Street and highway"
"Y245" "Y24.5 Trade and service area" "Y245" "Y24.5 Trade and service area"
"Y246" "Y24.6 Industrial and construction area" "Y246" "Y24.6 Industrial and construction area"
"Y247" "Y24.7 Farm" "Y247" "Y24.7 Farm"
"Y248" "Y24.8 Other specified place" "Y248" "Y24.8 Other specified place"
"Y249" "Y24.9 Unspecified place" "Y249" "Y24.9 Unspecified place"
"Y25" "Y25 Contact with explosive material, undetermined intent" "Y25" "Y25 Contact with explosive material, undetermined intent"
"Y250" "Y25.0 Home" "Y250" "Y25.0 Home"
"Y251" "Y25.1 Residential institution" "Y251" "Y25.1 Residential institution"
"Y252" "Y25.2 School, other institution and public administrative area" "Y252" "Y25.2 School, other institution and public administrative area"
"Y253" "Y25.3 Sports and athletics area" "Y253" "Y25.3 Sports and athletics area"
"Y254" "Y25.4 Street and highway" "Y254" "Y25.4 Street and highway"
"Y255" "Y25.5 Trade and service area" "Y255" "Y25.5 Trade and service area"
"Y256" "Y25.6 Industrial and construction area" "Y256" "Y25.6 Industrial and construction area"
"Y257" "Y25.7 Farm" "Y257" "Y25.7 Farm"
"Y258" "Y25.8 Other specified place" "Y258" "Y25.8 Other specified place"
"Y259" "Y25.9 Unspecified place" "Y259" "Y25.9 Unspecified place"
