"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"T628" "T62.8 Other specified operations on bursa" "T628" "T62.8 Other specified operations on bursa"
"T629" "T62.9 Unspecified operations on bursa" "T629" "T62.9 Unspecified operations on bursa"
"T64" "T64 Transposition of tendon" "T64" "T64 Transposition of tendon"
"T641" "T64.1 Multiple transfer of tendon to tendon" "T641" "T64.1 Multiple transfer of tendon to tendon"
"T642" "T64.2 Transfer of tendon to tendon NEC" "T642" "T64.2 Transfer of tendon to tendon NEC"
"T643" "T64.3 Multiple insertion of tendons into bone" "T643" "T64.3 Multiple insertion of tendons into bone"
"T644" "T64.4 Insertion of tendon into bone NEC" "T644" "T64.4 Insertion of tendon into bone NEC"
"T645" "T64.5 Tenodesis" "T645" "T64.5 Tenodesis"
"T648" "T64.8 Other specified transposition of tendon" "T648" "T64.8 Other specified transposition of tendon"
"T649" "T64.9 Unspecified transposition of tendon" "T649" "T64.9 Unspecified transposition of tendon"
"T65" "T65 Excision of tendon" "T65" "T65 Excision of tendon"
"T651" "T65.1 Sacrifice of tendon" "T651" "T65.1 Sacrifice of tendon"
"T652" "T65.2 Excision of lesion of tendon" "T652" "T65.2 Excision of lesion of tendon"
"T658" "T65.8 Other specified excision of tendon" "T658" "T65.8 Other specified excision of tendon"
"T659" "T65.9 Unspecified excision of tendon" "T659" "T65.9 Unspecified excision of tendon"
"T67" "T67 Primary repair of tendon" "T67" "T67 Primary repair of tendon"
"T671" "T67.1 Primary repair of tendon using tendon transfer procedure" "T671" "T67.1 Primary repair of tendon using tendon transfer procedure"
"T672" "T67.2 Primary repair of tendon using lengthening procedure" "T672" "T67.2 Primary repair of tendon using lengthening procedure"
"T673" "T67.3 Primary repair of tendon using permanent prosthesis" "T673" "T67.3 Primary repair of tendon using permanent prosthesis"
"T674" "T67.4 Primary repair of tendon using temporary prosthesis" "T674" "T67.4 Primary repair of tendon using temporary prosthesis"
"T675" "T67.5 Primary repair of tendon using graft" "T675" "T67.5 Primary repair of tendon using graft"
"T676" "T67.6 Primary simple repair of tendon" "T676" "T67.6 Primary simple repair of tendon"
"T678" "T67.8 Other specified primary repair of tendon" "T678" "T67.8 Other specified primary repair of tendon"
"T679" "T67.9 Unspecified primary repair of tendon" "T679" "T67.9 Unspecified primary repair of tendon"
"T68" "T68 Secondary repair of tendon" "T68" "T68 Secondary repair of tendon"
"T681" "T68.1 Secondary repair of tendon using tendon transfer procedure" "T681" "T68.1 Secondary repair of tendon using tendon transfer procedure"
"T682" "T68.2 Secondary repair of tendon using lengthening procedure" "T682" "T68.2 Secondary repair of tendon using lengthening procedure"
"T683" "T68.3 Secondary repair of tendon using permanent prosthesis" "T683" "T68.3 Secondary repair of tendon using permanent prosthesis"
"T684" "T68.4 Secondary repair of tendon using temporary prosthesis" "T684" "T68.4 Secondary repair of tendon using temporary prosthesis"
"T685" "T68.5 Secondary repair of tendon using graft" "T685" "T68.5 Secondary repair of tendon using graft"
"T686" "T68.6 Secondary simple repair of tendon" "T686" "T68.6 Secondary simple repair of tendon"
"T688" "T68.8 Other specified secondary repair of tendon" "T688" "T68.8 Other specified secondary repair of tendon"
"T689" "T68.9 Unspecified secondary repair of tendon" "T689" "T68.9 Unspecified secondary repair of tendon"
"T69" "T69 Freeing of tendon" "T69" "T69 Freeing of tendon"
"T691" "T69.1 Primary tenolysis" "T691" "T69.1 Primary tenolysis"
"T692" "T69.2 Revision of tenolysis" "T692" "T69.2 Revision of tenolysis"
"T698" "T69.8 Other specified freeing of tendon" "T698" "T69.8 Other specified freeing of tendon"
"T699" "T69.9 Unspecified freeing of tendon" "T699" "T69.9 Unspecified freeing of tendon"
"T70" "T70 Adjustment to length of tendon" "T70" "T70 Adjustment to length of tendon"
"T701" "T70.1 Subcutaneous tenotomy" "T701" "T70.1 Subcutaneous tenotomy"
"T702" "T70.2 Tenotomy NEC" "T702" "T70.2 Tenotomy NEC"
"T703" "T70.3 Adjustment to muscle origin of tendon" "T703" "T70.3 Adjustment to muscle origin of tendon"
"T704" "T70.4 Shortening of tendon NEC" "T704" "T70.4 Shortening of tendon NEC"
"T705" "T70.5 Lengthening of tendon" "T705" "T70.5 Lengthening of tendon"
"T708" "T70.8 Other specified adjustment to length of tendon" "T708" "T70.8 Other specified adjustment to length of tendon"
"T709" "T70.9 Unspecified adjustment to length of tendon" "T709" "T70.9 Unspecified adjustment to length of tendon"
"T71" "T71 Excision of sheath of tendon" "T71" "T71 Excision of sheath of tendon"
"T711" "T71.1 Tenosynovectomy" "T711" "T71.1 Tenosynovectomy"
"T718" "T71.8 Other specified excision of sheath of tendon" "T718" "T71.8 Other specified excision of sheath of tendon"
"T719" "T71.9 Unspecified excision of sheath of tendon" "T719" "T71.9 Unspecified excision of sheath of tendon"
"T72" "T72 Other operations on sheath of tendon" "T72" "T72 Other operations on sheath of tendon"
"T721" "T72.1 Reconstruction of sheath of tendon" "T721" "T72.1 Reconstruction of sheath of tendon"
"T722" "T72.2 Biopsy of lesion of sheath of tendon" "T722" "T72.2 Biopsy of lesion of sheath of tendon"
"T723" "T72.3 Release of constriction of sheath of tendon" "T723" "T72.3 Release of constriction of sheath of tendon"
"T724" "T72.4 Exploration of sheath of tendon" "T724" "T72.4 Exploration of sheath of tendon"
"T728" "T72.8 Other specified other operations on sheath of tendon" "T728" "T72.8 Other specified other operations on sheath of tendon"
"T729" "T72.9 Unspecified other operations on sheath of tendon" "T729" "T72.9 Unspecified other operations on sheath of tendon"
"T74" "T74 Other operations on tendon" "T74" "T74 Other operations on tendon"
"T741" "T74.1 Biopsy of lesion of tendon NEC" "T741" "T74.1 Biopsy of lesion of tendon NEC"
"T742" "T74.2 Removal of prosthesis from tendon" "T742" "T74.2 Removal of prosthesis from tendon"
"T743" "T74.3 Exploration of tendon NEC" "T743" "T74.3 Exploration of tendon NEC"
"T744" "T74.4 Injection of therapeutic substance into tendon NEC" "T744" "T74.4 Injection of therapeutic substance into tendon NEC"
"T745" "T74.5 Extracorporeal shockwave lithotripsy of calculus of tendon" "T745" "T74.5 Extracorporeal shockwave lithotripsy of calculus of tendon"
"T746" "T74.6 Autologous blood injection into tendon" "T746" "T74.6 Autologous blood injection into tendon"
"T747" "T74.7 Injection of stem cells into tendon" "T747" "T74.7 Injection of stem cells into tendon"
"T748" "T74.8 Other specified other operations on tendon" "T748" "T74.8 Other specified other operations on tendon"
"T749" "T74.9 Unspecified other operations on tendon" "T749" "T74.9 Unspecified other operations on tendon"
"T76" "T76 Transplantation of muscle" "T76" "T76 Transplantation of muscle"
"T761" "T76.1 Microvascular free tissue transfer of flap of muscle" "T761" "T76.1 Microvascular free tissue transfer of flap of muscle"
"T768" "T76.8 Other specified transplantation of muscle" "T768" "T76.8 Other specified transplantation of muscle"
"T769" "T76.9 Unspecified transplantation of muscle" "T769" "T76.9 Unspecified transplantation of muscle"
"T77" "T77 Excision of muscle" "T77" "T77 Excision of muscle"
"T771" "T77.1 Excision of whole muscle group" "T771" "T77.1 Excision of whole muscle group"
"T772" "T77.2 Wide excision of muscle" "T772" "T77.2 Wide excision of muscle"
"T773" "T77.3 Partial excision of muscle NEC" "T773" "T77.3 Partial excision of muscle NEC"
"T774" "T77.4 Debridement of muscle NEC" "T774" "T77.4 Debridement of muscle NEC"
"T778" "T77.8 Other specified excision of muscle" "T778" "T77.8 Other specified excision of muscle"
"T779" "T77.9 Unspecified excision of muscle" "T779" "T77.9 Unspecified excision of muscle"
"T79" "T79 Repair of muscle" "T79" "T79 Repair of muscle"
"T791" "T79.1 Plastic repair of rotator cuff of shoulder NEC" "T791" "T79.1 Plastic repair of rotator cuff of shoulder NEC"
"T792" "T79.2 Quadricepsplasty" "T792" "T79.2 Quadricepsplasty"
"T793" "T79.3 Revisional repair of rotator cuff NEC" "T793" "T79.3 Revisional repair of rotator cuff NEC"
"T794" "T79.4 Plastic repair of multiple tears of rotator cuff of shoulder" "T794" "T79.4 Plastic repair of multiple tears of rotator cuff of shoulder"
"T795" "T79.5 Revisional repair of multiple tears of rotator cuff of shoulder" "T795" "T79.5 Revisional repair of multiple tears of rotator cuff of shoulder"
"T798" "T79.8 Other specified repair of muscle" "T798" "T79.8 Other specified repair of muscle"
"T799" "T79.9 Unspecified repair of muscle" "T799" "T79.9 Unspecified repair of muscle"
"T80" "T80 Release of contracture of muscle" "T80" "T80 Release of contracture of muscle"
"T801" "T80.1 Release of paralytic tether" "T801" "T80.1 Release of paralytic tether"
"T802" "T80.2 Release of cicatricial tether" "T802" "T80.2 Release of cicatricial tether"
"T803" "T80.3 Release of webbing of neck" "T803" "T80.3 Release of webbing of neck"
"T804" "T80.4 Release of sternomastoid muscle" "T804" "T80.4 Release of sternomastoid muscle"
"T808" "T80.8 Other specified release of contracture of muscle" "T808" "T80.8 Other specified release of contracture of muscle"
"T809" "T80.9 Unspecified release of contracture of muscle" "T809" "T80.9 Unspecified release of contracture of muscle"
"T81" "T81 Biopsy of muscle" "T81" "T81 Biopsy of muscle"
"T811" "T81.1 Percutaneous biopsy of muscle" "T811" "T81.1 Percutaneous biopsy of muscle"
"T812" "T81.2 Biopsy of neuromuscular junction" "T812" "T81.2 Biopsy of neuromuscular junction"
"T813" "T81.3 Biopsy of lesion of muscle NEC" "T813" "T81.3 Biopsy of lesion of muscle NEC"
"T818" "T81.8 Other specified biopsy of muscle" "T818" "T81.8 Other specified biopsy of muscle"
"T819" "T81.9 Unspecified biopsy of muscle" "T819" "T81.9 Unspecified biopsy of muscle"
"T83" "T83 Other operations on muscle" "T83" "T83 Other operations on muscle"
"T831" "T83.1 Destruction of lesion of muscle" "T831" "T83.1 Destruction of lesion of muscle"
"T832" "T83.2 Division of muscle" "T832" "T83.2 Division of muscle"
"T833" "T83.3 Stretching of muscle" "T833" "T83.3 Stretching of muscle"
"T834" "T83.4 Exploration of muscle" "T834" "T83.4 Exploration of muscle"
"T835" "T83.5 Catheter manometry of muscle compartment" "T835" "T83.5 Catheter manometry of muscle compartment"
"T838" "T83.8 Other specified other operations on muscle" "T838" "T83.8 Other specified other operations on muscle"
"T839" "T83.9 Unspecified other operations on muscle" "T839" "T83.9 Unspecified other operations on muscle"
"T85" "T85 Block dissection of lymph nodes" "T85" "T85 Block dissection of lymph nodes"
"T851" "T85.1 Block dissection of cervical lymph nodes" "T851" "T85.1 Block dissection of cervical lymph nodes"
"T852" "T85.2 Block dissection of axillary lymph nodes" "T852" "T85.2 Block dissection of axillary lymph nodes"
"T853" "T85.3 Block dissection of mediastinal lymph nodes" "T853" "T85.3 Block dissection of mediastinal lymph nodes"
"T854" "T85.4 Block dissection of para-aortic lymph nodes" "T854" "T85.4 Block dissection of para-aortic lymph nodes"
"T855" "T85.5 Block dissection of inguinal lymph nodes" "T855" "T85.5 Block dissection of inguinal lymph nodes"
"T856" "T85.6 Block dissection of pelvic lymph nodes" "T856" "T85.6 Block dissection of pelvic lymph nodes"
"T858" "T85.8 Other specified block dissection of lymph nodes" "T858" "T85.8 Other specified block dissection of lymph nodes"
"T859" "T85.9 Unspecified block dissection of lymph nodes" "T859" "T85.9 Unspecified block dissection of lymph nodes"
"T86" "T86 Sampling of lymph nodes" "T86" "T86 Sampling of lymph nodes"
"T861" "T86.1 Sampling of cervical lymph nodes" "T861" "T86.1 Sampling of cervical lymph nodes"
"T862" "T86.2 Sampling of axillary lymph nodes" "T862" "T86.2 Sampling of axillary lymph nodes"
"T863" "T86.3 Sampling of supraclavicular lymph nodes" "T863" "T86.3 Sampling of supraclavicular lymph nodes"
"T864" "T86.4 Sampling of internal mammary lymph nodes" "T864" "T86.4 Sampling of internal mammary lymph nodes"
"T865" "T86.5 Sampling of mediastinal lymph nodes" "T865" "T86.5 Sampling of mediastinal lymph nodes"
"T866" "T86.6 Sampling of para-aortic lymph nodes" "T866" "T86.6 Sampling of para-aortic lymph nodes"
"T867" "T86.7 Sampling of inguinal lymph nodes" "T867" "T86.7 Sampling of inguinal lymph nodes"
"T868" "T86.8 Other specified sampling of lymph nodes" "T868" "T86.8 Other specified sampling of lymph nodes"
"T869" "T86.9 Unspecified sampling of lymph nodes" "T869" "T86.9 Unspecified sampling of lymph nodes"
"T87" "T87 Excision or biopsy of lymph node" "T87" "T87 Excision or biopsy of lymph node"
"T871" "T87.1 Excision or biopsy of scalene lymph node" "T871" "T87.1 Excision or biopsy of scalene lymph node"
"T872" "T87.2 Excision or biopsy of cervical lymph node NEC" "T872" "T87.2 Excision or biopsy of cervical lymph node NEC"
"T873" "T87.3 Excision or biopsy of axillary lymph node" "T873" "T87.3 Excision or biopsy of axillary lymph node"
"T874" "T87.4 Excision or biopsy of mediastinal lymph node" "T874" "T87.4 Excision or biopsy of mediastinal lymph node"
"T875" "T87.5 Excision or biopsy of para-aortic lymph node" "T875" "T87.5 Excision or biopsy of para-aortic lymph node"
"T876" "T87.6 Excision or biopsy of porta hepatis lymph node" "T876" "T87.6 Excision or biopsy of porta hepatis lymph node"
"T877" "T87.7 Excision or biopsy of inguinal lymph node" "T877" "T87.7 Excision or biopsy of inguinal lymph node"
"T878" "T87.8 Other specified excision or biopsy of lymph node" "T878" "T87.8 Other specified excision or biopsy of lymph node"
"T879" "T87.9 Unspecified excision or biopsy of lymph node" "T879" "T87.9 Unspecified excision or biopsy of lymph node"
"T88" "T88 Drainage of lesion of lymph node" "T88" "T88 Drainage of lesion of lymph node"
"T881" "T88.1 Drainage of lesion of cervical lymph node" "T881" "T88.1 Drainage of lesion of cervical lymph node"
"T882" "T88.2 Drainage of lesion of axillary lymph node" "T882" "T88.2 Drainage of lesion of axillary lymph node"
"T883" "T88.3 Drainage of lesion of inguinal lymph node" "T883" "T88.3 Drainage of lesion of inguinal lymph node"
"T888" "T88.8 Other specified drainage of lesion of lymph node" "T888" "T88.8 Other specified drainage of lesion of lymph node"
"T889" "T88.9 Unspecified drainage of lesion of lymph node" "T889" "T88.9 Unspecified drainage of lesion of lymph node"
"T89" "T89 Operations on lymphatic duct" "T89" "T89 Operations on lymphatic duct"
"T891" "T89.1 Reconstruction of lymphatic duct" "T891" "T89.1 Reconstruction of lymphatic duct"
"T892" "T89.2 Bypass of obstruction of lymphatic duct" "T892" "T89.2 Bypass of obstruction of lymphatic duct"
"T893" "T89.3 Ligation of lymphatic duct" "T893" "T89.3 Ligation of lymphatic duct"
"T894" "T89.4 Cannulation of lymphatic duct" "T894" "T89.4 Cannulation of lymphatic duct"
"T898" "T89.8 Other specified operations on lymphatic duct" "T898" "T89.8 Other specified operations on lymphatic duct"
"T899" "T89.9 Unspecified operations on lymphatic duct" "T899" "T89.9 Unspecified operations on lymphatic duct"
"T90" "T90 Contrast radiology of lymphatic tissue" "T90" "T90 Contrast radiology of lymphatic tissue"
"T901" "T90.1 Lymphangiography of arm" "T901" "T90.1 Lymphangiography of arm"
"T902" "T90.2 Lymphangiography of mediastinal lymph nodes" "T902" "T90.2 Lymphangiography of mediastinal lymph nodes"
"T903" "T90.3 Lymphangiography of para-aortic lymph nodes" "T903" "T90.3 Lymphangiography of para-aortic lymph nodes"
"T904" "T90.4 Lymphangiography of leg" "T904" "T90.4 Lymphangiography of leg"
"T908" "T90.8 Other specified contrast radiology of lymphatic tissue" "T908" "T90.8 Other specified contrast radiology of lymphatic tissue"
"T909" "T90.9 Unspecified contrast radiology of lymphatic tissue" "T909" "T90.9 Unspecified contrast radiology of lymphatic tissue"
"T91" "T91 Operations on sentinel lymph node" "T91" "T91 Operations on sentinel lymph node"
"T911" "T91.1 Biopsy of sentinel lymph node NEC" "T911" "T91.1 Biopsy of sentinel lymph node NEC"
"T912" "T91.2 Scanning of sentinel lymph node" "T912" "T91.2 Scanning of sentinel lymph node"
"T918" "T91.8 Other specified operations on sentinel lymph node" "T918" "T91.8 Other specified operations on sentinel lymph node"
"T919" "T91.9 Unspecified operations on sentinel lymph node" "T919" "T91.9 Unspecified operations on sentinel lymph node"
"T92" "T92 Other operations on lymphatic tissue" "T92" "T92 Other operations on lymphatic tissue"
"T921" "T92.1 Excision of lymphocele" "T921" "T92.1 Excision of lymphocele"
"T922" "T92.2 Excision of lymphoedematous tissue of arm" "T922" "T92.2 Excision of lymphoedematous tissue of arm"
"T923" "T92.3 Excision of lymphoedematous tissue of leg and buried flaps HFQ" "T923" "T92.3 Excision of lymphoedematous tissue of leg and buried flaps HFQ"
"T924" "T92.4 Excision of lymphoedematous tissue of leg NEC" "T924" "T92.4 Excision of lymphoedematous tissue of leg NEC"
"T925" "T92.5 Excision of lymphoedematous tissue of scrotum" "T925" "T92.5 Excision of lymphoedematous tissue of scrotum"
"T926" "T92.6 Excision of lymphoedematous tissue NEC" "T926" "T92.6 Excision of lymphoedematous tissue NEC"
"T928" "T92.8 Other specified other operations on lymphatic tissue" "T928" "T92.8 Other specified other operations on lymphatic tissue"
"T929" "T92.9 Unspecified other operations on lymphatic tissue" "T929" "T92.9 Unspecified other operations on lymphatic tissue"
"T94" "T94 Operations on branchial cleft" "T94" "T94 Operations on branchial cleft"
"T941" "T94.1 Excision of branchial cyst" "T941" "T94.1 Excision of branchial cyst"
"T942" "T94.2 Closure of branchial fistula" "T942" "T94.2 Closure of branchial fistula"
"T948" "T94.8 Other specified operations on branchial cleft" "T948" "T94.8 Other specified operations on branchial cleft"
"T949" "T94.9 Unspecified operations on branchial cleft" "T949" "T94.9 Unspecified operations on branchial cleft"
"T96" "T96 Other operations on soft tissue" "T96" "T96 Other operations on soft tissue"
"T961" "T96.1 Excision of cystic hygroma" "T961" "T96.1 Excision of cystic hygroma"
"T962" "T96.2 Excision of lesion of soft tissue NEC" "T962" "T96.2 Excision of lesion of soft tissue NEC"
"T963" "T96.3 Debridement of soft tissue NEC" "T963" "T96.3 Debridement of soft tissue NEC"
"T964" "T96.4 Evacuation of seroma from soft tissue" "T964" "T96.4 Evacuation of seroma from soft tissue"
"T965" "T96.5 Aspiration of soft tissue NEC" "T965" "T96.5 Aspiration of soft tissue NEC"
"T966" "T96.6 Biopsy of soft tissue NEC" "T966" "T96.6 Biopsy of soft tissue NEC"
"T967" "T96.7 Injection into soft tissue NEC" "T967" "T96.7 Injection into soft tissue NEC"
"T968" "T96.8 Other specified other operations on soft tissue" "T968" "T96.8 Other specified other operations on soft tissue"
"T969" "T96.9 Unspecified other operations on soft tissue" "T969" "T96.9 Unspecified other operations on soft tissue"
"T97" "T97 Repair of recurrent umbilical hernia" "T97" "T97 Repair of recurrent umbilical hernia"
"T971" "T97.1 Repair of recurrent umbilical hernia using insert of natural material" "T971" "T97.1 Repair of recurrent umbilical hernia using insert of natural material"
"T972" "T97.2 Repair of recurrent umbilical hernia using insert of prosthetic material" "T972" "T97.2 Repair of recurrent umbilical hernia using insert of prosthetic material"
"T973" "T97.3 Repair of recurrent umbilical hernia using sutures" "T973" "T97.3 Repair of recurrent umbilical hernia using sutures"
"T978" "T97.8 Other specified repair of recurrent umbilical hernia" "T978" "T97.8 Other specified repair of recurrent umbilical hernia"
"T979" "T97.9 Unspecified repair of recurrent umbilical hernia" "T979" "T97.9 Unspecified repair of recurrent umbilical hernia"
"T98" "T98 Repair of recurrent other hernia of abdominal wall" "T98" "T98 Repair of recurrent other hernia of abdominal wall"
"T981" "T98.1 Repair of recurrent ventral hernia using insert of natural material" "T981" "T98.1 Repair of recurrent ventral hernia using insert of natural material"
"T982" "T98.2 Repair of recurrent ventral hernia using insert of prosthetic material" "T982" "T98.2 Repair of recurrent ventral hernia using insert of prosthetic material"
"T983" "T98.3 Repair of recurrent ventral hernia using sutures" "T983" "T98.3 Repair of recurrent ventral hernia using sutures"
"T988" "T98.8 Other specified repair of recurrent other hernia of abdominal wall" "T988" "T98.8 Other specified repair of recurrent other hernia of abdominal wall"
"T989" "T98.9 Unspecified repair of recurrent other hernia of abdominal wall" "T989" "T98.9 Unspecified repair of recurrent other hernia of abdominal wall"
"U01" "U01 Diagnostic imaging of whole body" "U01" "U01 Diagnostic imaging of whole body"
"U011" "U01.1 Computed tomography of whole body" "U011" "U01.1 Computed tomography of whole body"
"U012" "U01.2 Magnetic resonance imaging of whole body" "U012" "U01.2 Magnetic resonance imaging of whole body"
"U013" "U01.3 Thermography of whole body" "U013" "U01.3 Thermography of whole body"
"U018" "U01.8 Other specified diagnostic imaging of whole body" "U018" "U01.8 Other specified diagnostic imaging of whole body"
"U019" "U01.9 Unspecified diagnostic imaging of whole body" "U019" "U01.9 Unspecified diagnostic imaging of whole body"
"U04" "U04 Diagnostic imaging of mouth" "U04" "U04 Diagnostic imaging of mouth"
"U041" "U04.1 Bitewing radiology" "U041" "U04.1 Bitewing radiology"
"U042" "U04.2 Periapical radiology" "U042" "U04.2 Periapical radiology"
"U043" "U04.3 Occlusal radiology" "U043" "U04.3 Occlusal radiology"
"U044" "U04.4 Lateral oblique jaw radiology" "U044" "U04.4 Lateral oblique jaw radiology"
"U048" "U04.8 Other specified diagnostic imaging of mouth" "U048" "U04.8 Other specified diagnostic imaging of mouth"
"U049" "U04.9 Unspecified diagnostic imaging of mouth" "U049" "U04.9 Unspecified diagnostic imaging of mouth"
"U05" "U05 Diagnostic imaging of central nervous system" "U05" "U05 Diagnostic imaging of central nervous system"
"U051" "U05.1 Computed tomography of head" "U051" "U05.1 Computed tomography of head"
"U052" "U05.2 Magnetic resonance imaging of head" "U052" "U05.2 Magnetic resonance imaging of head"
"U053" "U05.3 Functional magnetic resonance imaging of head" "U053" "U05.3 Functional magnetic resonance imaging of head"
"U054" "U05.4 Computed tomography of spine" "U054" "U05.4 Computed tomography of spine"
"U055" "U05.5 Magnetic resonance imaging of spine" "U055" "U05.5 Magnetic resonance imaging of spine"
"U058" "U05.8 Other specified diagnostic imaging of central nervous system" "U058" "U05.8 Other specified diagnostic imaging of central nervous system"
"U059" "U05.9 Unspecified diagnostic imaging of central nervous system" "U059" "U05.9 Unspecified diagnostic imaging of central nervous system"
"U06" "U06 Diagnostic imaging of face and neck" "U06" "U06 Diagnostic imaging of face and neck"
"U061" "U06.1 Computed tomography of sinuses" "U061" "U06.1 Computed tomography of sinuses"
"U062" "U06.2 Dacryoscintigraphy" "U062" "U06.2 Dacryoscintigraphy"
"U063" "U06.3 Ultrasound of thyroid gland" "U063" "U06.3 Ultrasound of thyroid gland"
"U064" "U06.4 Plain x-ray of skull" "U064" "U06.4 Plain x-ray of skull"
"U065" "U06.5 Scanning of thyroid gland NEC" "U065" "U06.5 Scanning of thyroid gland NEC"
"U068" "U06.8 Other specified diagnostic imaging of face and neck" "U068" "U06.8 Other specified diagnostic imaging of face and neck"
"U069" "U06.9 Unspecified diagnostic imaging of face and neck" "U069" "U06.9 Unspecified diagnostic imaging of face and neck"
"U07" "U07 Diagnostic imaging of chest" "U07" "U07 Diagnostic imaging of chest"
"U071" "U07.1 Computed tomography of chest" "U071" "U07.1 Computed tomography of chest"
"U072" "U07.2 Magnetic resonance imaging of chest" "U072" "U07.2 Magnetic resonance imaging of chest"
"U073" "U07.3 Plain x-ray of chest" "U073" "U07.3 Plain x-ray of chest"
"U078" "U07.8 Other specified diagnostic imaging of chest" "U078" "U07.8 Other specified diagnostic imaging of chest"
"U079" "U07.9 Unspecified diagnostic imaging of chest" "U079" "U07.9 Unspecified diagnostic imaging of chest"
"U08" "U08 Diagnostic imaging of abdomen" "U08" "U08 Diagnostic imaging of abdomen"
"U081" "U08.1 Computed tomography of abdomen NEC" "U081" "U08.1 Computed tomography of abdomen NEC"
"U082" "U08.2 Ultrasound of abdomen" "U082" "U08.2 Ultrasound of abdomen"
"U083" "U08.3 Plain x-ray of abdomen" "U083" "U08.3 Plain x-ray of abdomen"
"U084" "U08.4 Upper gastrointestinal imaging series" "U084" "U08.4 Upper gastrointestinal imaging series"
"U085" "U08.5 Magnetic resonance imaging of abdomen" "U085" "U08.5 Magnetic resonance imaging of abdomen"
"U088" "U08.8 Other specified diagnostic imaging of abdomen" "U088" "U08.8 Other specified diagnostic imaging of abdomen"
"U089" "U08.9 Unspecified diagnostic imaging of abdomen" "U089" "U08.9 Unspecified diagnostic imaging of abdomen"
"U09" "U09 Diagnostic imaging of pelvis" "U09" "U09 Diagnostic imaging of pelvis"
"U091" "U09.1 Computed tomography of pelvis" "U091" "U09.1 Computed tomography of pelvis"
"U092" "U09.2 Ultrasound of pelvis" "U092" "U09.2 Ultrasound of pelvis"
"U093" "U09.3 Magnetic resonance imaging of pelvis" "U093" "U09.3 Magnetic resonance imaging of pelvis"
"U098" "U09.8 Other specified diagnostic imaging of pelvis" "U098" "U09.8 Other specified diagnostic imaging of pelvis"
"U099" "U09.9 Unspecified diagnostic imaging of pelvis" "U099" "U09.9 Unspecified diagnostic imaging of pelvis"
"U10" "U10 Diagnostic imaging of heart" "U10" "U10 Diagnostic imaging of heart"
"U101" "U10.1 Cardiac computed tomography for calcium scoring" "U101" "U10.1 Cardiac computed tomography for calcium scoring"
"U102" "U10.2 Cardiac computed tomography angiography" "U102" "U10.2 Cardiac computed tomography angiography"
"U103" "U10.3 Cardiac magnetic resonance imaging" "U103" "U10.3 Cardiac magnetic resonance imaging"
"U104" "U10.4 Myocardial positron emission tomography" "U104" "U10.4 Myocardial positron emission tomography"
"U105" "U10.5 Radionuclide angiocardiography" "U105" "U10.5 Radionuclide angiocardiography"
"U106" "U10.6 Myocardial perfusion scan" "U106" "U10.6 Myocardial perfusion scan"
"U107" "U10.7 Cardiac multiple gated acquisition scan" "U107" "U10.7 Cardiac multiple gated acquisition scan"
"U108" "U10.8 Other specified diagnostic imaging of heart" "U108" "U10.8 Other specified diagnostic imaging of heart"
"U109" "U10.9 Unspecified diagnostic imaging of heart" "U109" "U10.9 Unspecified diagnostic imaging of heart"
"U11" "U11 Diagnostic imaging of vascular system" "U11" "U11 Diagnostic imaging of vascular system"
"U111" "U11.1 Ultrasound of carotid artery" "U111" "U11.1 Ultrasound of carotid artery"
"U112" "U11.2 Doppler ultrasound of vessels of extremities" "U112" "U11.2 Doppler ultrasound of vessels of extremities"
"U113" "U11.3 Vascular ultrasound NEC" "U113" "U11.3 Vascular ultrasound NEC"
"U114" "U11.4 Computed tomography scan of cerebral vessels" "U114" "U11.4 Computed tomography scan of cerebral vessels"
"U115" "U11.5 Thallium stress test" "U115" "U11.5 Thallium stress test"
"U116" "U11.6 D-dimer assay" "U116" "U11.6 D-dimer assay"
"U117" "U11.7 Magnetic resonance angiography" "U117" "U11.7 Magnetic resonance angiography"
"U118" "U11.8 Other specified diagnostic imaging of vascular system" "U118" "U11.8 Other specified diagnostic imaging of vascular system"
"U119" "U11.9 Unspecified diagnostic imaging of vascular system" "U119" "U11.9 Unspecified diagnostic imaging of vascular system"
"U12" "U12 Diagnostic imaging of genitourinary system" "U12" "U12 Diagnostic imaging of genitourinary system"
"U121" "U12.1 Voiding cystourethrogram" "U121" "U12.1 Voiding cystourethrogram"
"U122" "U12.2 Ultrasound of scrotum" "U122" "U12.2 Ultrasound of scrotum"
"U123" "U12.3 Ultrasound of kidneys" "U123" "U12.3 Ultrasound of kidneys"
"U124" "U12.4 Ultrasound of bladder" "U124" "U12.4 Ultrasound of bladder"
"U125" "U12.5 Static renogram" "U125" "U12.5 Static renogram"
"U126" "U12.6 Mercaptoacetyltriglycine renogram" "U126" "U12.6 Mercaptoacetyltriglycine renogram"
"U127" "U12.7 Nuclear cystography" "U127" "U12.7 Nuclear cystography"
"U128" "U12.8 Other specified diagnostic imaging of genitourinary system" "U128" "U12.8 Other specified diagnostic imaging of genitourinary system"
"U129" "U12.9 Unspecified diagnostic imaging of genitourinary system" "U129" "U12.9 Unspecified diagnostic imaging of genitourinary system"
"U13" "U13 Diagnostic imaging of musculoskeletal system" "U13" "U13 Diagnostic imaging of musculoskeletal system"
"U131" "U13.1 Bone densitometry" "U131" "U13.1 Bone densitometry"
